model1_dice,model1_dice_std,model1_hd95,model1_hd95_std,model1_min_dice,model1_max_dice,model1_min_hd95,model1_max_hd95,model2_dice,model2_dice_std,model2_hd95,model2_hd95_std,model2_min_dice,model2_max_dice,model2_min_hd95,model2_max_hd95,model3_dice,model3_dice_std,model3_hd95,model3_hd95_std,model3_min_dice,model3_max_dice,model3_min_hd95,model3_max_hd95
0.8126845730337078,0.039350055059418465,5.906767303370786,1.5109057171585587,0.693864,0.871441,3.515625,11.61306,0.8479665236921349,0.03029239760548073,11.616945753348313,3.8927005885931036,0.7524847222,0.8914891551,7.702744484,38.89399185,0.8435312022471909,0.049451696559549146,5.258271123595506,1.7666845092107297,0.65955,0.905424,3.314563,10.54688
